esco_skill_id,esco_skill_label,onet_element_id,onet_element_name,onet_element_type,similarity,rank,confident
esco_11,wholesale and retail sales,2.C.2.a,Production and Processing,knowledge,0.44531843066215515,2,False
esco_11,wholesale and retail sales,2.C.1.a,Administration and Management,knowledge,0.36681926250457764,3,False
esco_12,law,2.C.8.b,Law and Government,knowledge,0.566103994846344,1,True
esco_12,law,2.A.1.f,Science,skill,0.3828582763671875,2,False
esco_12,law,1.A.1.b.4,Deductive Reasoning,ability,0.2937033772468567,3,False
esco_13,environment,2.B.5.a,Time Management,skill,0.3268973231315613,1,False
esco_13,environment,2.B.5.c,Management of Material Resources,skill,0.3141193389892578,2,False
esco_13,environment,2.B.4.g,Systems Analysis,skill,0.3114015460014343,3,False
esco_14,environmental sciences,2.C.4.d,Biology,knowledge,0.5184612274169922,1,True
esco_14,environmental sciences,2.C.4.g,Geography,knowledge,0.48409464955329895,2,True
esco_14,environmental sciences,2.A.1.f,Science,skill,0.4495680034160614,3,False
esco_15,mathematics and statistics,2.C.4.a,Mathematics,knowledge,0.6769410371780396,1,True
esco_15,mathematics and statistics,2.A.1.e,Mathematics,skill,0.5887415409088135,2,True
esco_15,mathematics and statistics,2.A.1.f,Science,skill,0.4600994884967804,3,True
esco_16,mathematics,2.A.1.e,Mathematics,skill,0.6476845741271973,1,True
esco_16,mathematics,2.C.4.a,Mathematics,knowledge,0.5750893950462341,2,True
esco_16,mathematics,1.A.1.c.1,Mathematical Reasoning,ability,0.5044612288475037,3,True
esco_17,statistics,2.C.4.a,Mathematics,knowledge,0.48399949073791504,1,True
esco_17,statistics,2.A.1.f,Science,skill,0.4292038083076477,2,False
esco_17,statistics,1.A.1.b.4,Deductive Reasoning,ability,0.3992099463939667,3,False
esco_18,information and communication technologies (icts),2.C.9.a,Telecommunications,knowledge,0.48093181848526,1,True
esco_18,information and communication technologies (icts),2.C.9.b,Communications and Media,knowledge,0.4502311050891876,2,True
esco_18,information and communication technologies (icts),2.C.3.a,Computers and Electronics,knowledge,0.43084654211997986,3,False
esco_19,computer use,2.C.3.a,Computers and Electronics,knowledge,0.5130611658096313,1,True
esco_19,computer use,2.B.3.e,Programming,skill,0.4734002351760864,2,True
esco_19,computer use,2.C.9.a,Telecommunications,knowledge,0.34314587712287903,3,False
esco_20,database and network design and administration,2.C.1.a,Administration and Management,knowledge,0.4119764566421509,1,False
esco_20,database and network design and administration,2.B.3.a,Operations Analysis,skill,0.392342746257782,2,False
esco_20,database and network design and administration,2.B.4.g,Systems Analysis,skill,0.3720030188560486,3,False
esco_21,software and applications development and analysis,2.B.3.e,Programming,skill,0.5269788503646851,1,True
esco_21,software and applications development and analysis,2.B.3.a,Operations Analysis,skill,0.4621334671974182,2,True
esco_21,software and applications development and analysis,2.C.3.a,Computers and Electronics,knowledge,0.43957746028900146,3,False
esco_22,engineering and engineering trades,2.C.3.b,Engineering and Technology,knowledge,0.5751120448112488,1,True
esco_22,engineering and engineering trades,2.C.3.a,Computers and Electronics,knowledge,0.5515532493591309,2,True
esco_22,engineering and engineering trades,2.C.3.d,Building and Construction,knowledge,0.40742188692092896,3,False
esco_23,chemical engineering and processes,2.C.4.c,Chemistry,knowledge,0.5334324836730957,1,True
esco_23,chemical engineering and processes,2.C.2.a,Production and Processing,knowledge,0.4675903022289276,2,True
esco_23,chemical engineering and processes,2.C.3.b,Engineering and Technology,knowledge,0.39533644914627075,3,False
esco_24,architecture and construction,2.C.3.d,Building and Construction,knowledge,0.6870326399803162,1,True
esco_24,architecture and construction,2.C.3.c,Design,knowledge,0.45734864473342896,2,True
esco_24,architecture and construction,2.C.7.d,History and Archeology,knowledge,0.3785453140735626,3,False
esco_25,architecture and town planning,2.C.3.d,Building and Construction,knowledge,0.5154964923858643,1,True
esco_25,architecture and town planning,2.C.3.c,Design,knowledge,0.4086255431175232,2,False
esco_25,architecture and town planning,2.C.4.g,Geography,knowledge,0.3633306920528412,3,False
esco_26,building and civil engineering,2.C.3.d,Building and Construction,knowledge,0.6530776023864746,1,True
esco_26,building and civil engineering,2.C.3.c,Design,knowledge,0.4407370686531067,2,False
esco_26,building and civil engineering,2.C.3.b,Engineering and Technology,knowledge,0.3904009461402893,3,False
esco_27,horticulture,2.C.4.d,Biology,knowledge,0.5071960687637329,1,True
esco_27,horticulture,2.C.2.b,Food Production,knowledge,0.47588562965393066,2,True
esco_27,horticulture,2.C.2.a,Production and Processing,knowledge,0.3535308539867401,3,False
esco_28,nursing and midwifery,2.C.5.a,Medicine and Dentistry,knowledge,0.32638055086135864,1,False
esco_28,nursing and midwifery,2.C.6,Education and Training,knowledge,0.3202899098396301,2,False
esco_28,nursing and midwifery,2.A.2.c,Learning Strategies,skill,0.31847554445266724,3,False
esco_29,therapy and rehabilitation,2.C.5.b,Therapy and Counseling,knowledge,0.7155554294586182,1,True
esco_29,therapy and rehabilitation,2.C.6,Education and Training,knowledge,0.46184515953063965,2,True
esco_29,therapy and rehabilitation,2.C.4.e,Psychology,knowledge,0.45813995599746704,3,True
esco_30,pharmacy,2.C.5.a,Medicine and Dentistry,knowledge,0.4017479419708252,1,False
esco_30,pharmacy,2.C.4.c,Chemistry,knowledge,0.35590898990631104,2,False
esco_30,pharmacy,2.C.2.a,Production and Processing,knowledge,0.35355114936828613,3,False
esco_31,welfare,2.B.1.f,Service Orientation,skill,0.2956121265888214,1,False
esco_31,welfare,2.C.4.f,Sociology and Anthropology,knowledge,0.255421906709671,2,False
esco_31,welfare,2.C.5.b,Therapy and Counseling,knowledge,0.23064859211444855,3,False
esco_32,services,2.B.1.f,Service Orientation,skill,0.5382125973701477,1,True
esco_32,services,2.C.1.e,Customer and Personal Service,knowledge,0.4987827241420746,2,True
esco_32,services,2.B.3.l,Repairing,skill,0.33254989981651306,3,False
esco_33,occupational health and safety,2.B.3.j,Equipment Maintenance,skill,0.5216330885887146,1,True
esco_33,occupational health and safety,2.C.1.f,Personnel and Human Resources,knowledge,0.47843462228775024,2,True
esco_33,occupational health and safety,2.C.5.a,Medicine and Dentistry,knowledge,0.43274733424186707,3,False
esco_34,security services,2.C.8.a,Public Safety and Security,knowledge,0.5903035998344421,1,True
esco_34,security services,2.C.1.e,Customer and Personal Service,knowledge,0.4025542736053467,2,False
esco_34,security services,2.B.3.j,Equipment Maintenance,skill,0.35015857219696045,3,False
esco_35,apply anti-oppressive practices,2.B.1.f,Service Orientation,skill,0.4363594055175781,1,False
esco_35,apply anti-oppressive practices,2.B.1.e,Instructing,skill,0.3599780201911926,2,False
esco_35,apply anti-oppressive practices,2.C.5.b,Therapy and Counseling,knowledge,0.35485726594924927,3,False
esco_36,show initiative,2.B.1.e,Instructing,skill,0.4166962206363678,1,False
esco_36,show initiative,2.B.2.i,Complex Problem Solving,skill,0.3893556594848633,2,False
esco_36,show initiative,2.B.5.d,Management of Personnel Resources,skill,0.3790091872215271,3,False
esco_37,lead police investigations,2.C.4.e,Psychology,knowledge,0.4396878182888031,1,False
esco_37,lead police investigations,2.C.8.a,Public Safety and Security,knowledge,0.4224628508090973,2,False
esco_37,lead police investigations,2.B.5.d,Management of Personnel Resources,skill,0.40063127875328064,3,False
esco_38,influence public policies,2.B.1.d,Negotiation,skill,0.4360804557800293,1,False
esco_38,influence public policies,2.C.8.b,Law and Government,knowledge,0.42800480127334595,2,False
esco_38,influence public policies,2.B.1.c,Persuasion,skill,0.4279578924179077,3,False
esco_39,draft scientific or academic papers and technical documentation,2.A.1.c,Writing,skill,0.4466801881790161,1,False
esco_39,draft scientific or academic papers and technical documentation,1.A.1.a.4,Written Expression,ability,0.44277796149253845,2,False
esco_39,draft scientific or academic papers and technical documentation,2.A.1.f,Science,skill,0.36392489075660706,3,False
esco_40,incremental development,2.B.3.b,Technology Design,skill,0.3929320275783539,1,False
esco_40,incremental development,2.B.3.e,Programming,skill,0.39182916283607483,2,False
esco_40,incremental development,2.B.4.g,Systems Analysis,skill,0.3653189539909363,3,False
esco_41,develop a rehabilitation programme,2.C.5.b,Therapy and Counseling,knowledge,0.6097190976142883,1,True
esco_41,develop a rehabilitation programme,2.B.1.f,Service Orientation,skill,0.44987061619758606,2,False
esco_41,develop a rehabilitation programme,2.C.6,Education and Training,knowledge,0.4464569091796875,3,False
esco_42,advise on construction materials,2.C.3.d,Building and Construction,knowledge,0.5616191625595093,1,True
esco_42,advise on construction materials,2.B.5.c,Management of Material Resources,skill,0.4413604736328125,2,False
esco_42,advise on construction materials,2.B.3.c,Equipment Selection,skill,0.4314025342464447,3,False
esco_43,keep up to date on product knowledge,2.C.3.a,Computers and Electronics,knowledge,0.40165790915489197,1,False
esco_43,keep up to date on product knowledge,2.A.2.b,Active Learning,skill,0.3756789565086365,2,False
esco_43,keep up to date on product knowledge,2.C.1.d,Sales and Marketing,knowledge,0.3300914168357849,3,False
esco_44,network engineering,2.C.3.b,Engineering and Technology,knowledge,0.39115023612976074,1,False
esco_44,network engineering,2.C.9.a,Telecommunications,knowledge,0.38934460282325745,2,False
esco_44,network engineering,2.B.3.a,Operations Analysis,skill,0.38298630714416504,3,False
esco_45,migrate existing data,2.B.3.l,Repairing,skill,0.2837587594985962,1,False
esco_45,migrate existing data,2.C.3.a,Computers and Electronics,knowledge,0.27453967928886414,2,False
esco_45,migrate existing data,2.B.3.c,Equipment Selection,skill,0.2576638460159302,3,False
esco_46,self-management skills and competences,2.B.5.a,Time Management,skill,0.5523449182510376,1,True
esco_46,self-management skills and competences,2.B.5.d,Management of Personnel Resources,skill,0.5037419199943542,2,True
esco_46,self-management skills and competences,2.C.1.a,Administration and Management,knowledge,0.45145493745803833,3,True
esco_47,define database physical structure,2.B.3.e,Programming,skill,0.35845738649368286,1,False
esco_47,define database physical structure,2.C.3.a,Computers and Electronics,knowledge,0.34022942185401917,2,False
esco_47,define database physical structure,2.B.3.d,Installation,skill,0.3329737186431885,3,False
esco_48,geomatics,2.C.4.g,Geography,knowledge,0.5018031001091003,1,True
esco_48,geomatics,2.C.4.a,Mathematics,knowledge,0.40809351205825806,2,False
esco_48,geomatics,2.A.1.e,Mathematics,skill,0.4040936231613159,3,False
esco_49,follow procedures to control substances hazardous to health,2.C.8.a,Public Safety and Security,knowledge,0.43397656083106995,1,False
esco_49,follow procedures to control substances hazardous to health,2.B.3.j,Equipment Maintenance,skill,0.39048686623573303,2,False
esco_49,follow procedures to control substances hazardous to health,2.A.1.f,Science,skill,0.3670438230037689,3,False
esco_50,ensure infrastructure accessibility,2.C.3.d,Building and Construction,knowledge,0.3892377018928528,1,False
esco_50,ensure infrastructure accessibility,2.C.8.a,Public Safety and Security,knowledge,0.3801429867744446,2,False
esco_50,ensure infrastructure accessibility,2.B.5.c,Management of Material Resources,skill,0.37105250358581543,3,False
esco_51,configure electronic equipment,2.B.3.j,Equipment Maintenance,skill,0.6054418683052063,1,True
esco_51,configure electronic equipment,2.B.3.c,Equipment Selection,skill,0.5208184719085693,2,True
esco_51,configure electronic equipment,2.B.3.d,Installation,skill,0.5180174112319946,3,True
esco_52,collaborating in teams and networks,2.A.1.d,Speaking,skill,0.45469844341278076,1,True
esco_52,collaborating in teams and networks,2.B.1.b,Coordination,skill,0.4186587631702423,2,False
esco_52,collaborating in teams and networks,2.B.1.d,Negotiation,skill,0.3813340663909912,3,False
esco_53,carry out event management,2.C.1.a,Administration and Management,knowledge,0.5061113834381104,1,True
esco_53,carry out event management,2.B.5.d,Management of Personnel Resources,skill,0.4942114055156708,2,True
esco_53,carry out event management,2.B.5.a,Time Management,skill,0.4213644564151764,3,False
esco_54,keep sheet records,2.B.5.b,Management of Financial Resources,skill,0.29319825768470764,1,False
esco_54,keep sheet records,1.A.1.c.2,Number Facility,ability,0.2770077586174011,2,False
esco_54,keep sheet records,2.B.3.g,Operations Monitoring,skill,0.27012985944747925,3,False
esco_55,create solutions to problems,2.A.2.a,Critical Thinking,skill,0.5865581035614014,1,True
esco_55,create solutions to problems,2.B.2.i,Complex Problem Solving,skill,0.5491642951965332,2,True
esco_55,create solutions to problems,2.A.1.e,Mathematics,skill,0.5267547369003296,3,True
esco_56,"installing, maintaining and repairing mechanical equipment",2.B.3.j,Equipment Maintenance,skill,0.6298176050186157,1,True
esco_56,"installing, maintaining and repairing mechanical equipment",2.B.3.l,Repairing,skill,0.6163966655731201,2,True
esco_56,"installing, maintaining and repairing mechanical equipment",2.B.3.d,Installation,skill,0.5838117003440857,3,True
esco_57,criminology,2.C.4.f,Sociology and Anthropology,knowledge,0.42301511764526367,1,False
esco_57,criminology,2.C.8.a,Public Safety and Security,knowledge,0.3559369444847107,2,False
esco_57,criminology,2.C.4.e,Psychology,knowledge,0.33833158016204834,3,False
esco_58,test materials,2.A.2.c,Learning Strategies,skill,0.5320310592651367,1,True
esco_58,test materials,1.A.1.a.2,Written Comprehension,ability,0.5034756660461426,2,True
esco_58,test materials,1.A.1.d.1,Memorization,ability,0.5003534555435181,3,True
esco_59,forensic pathology,2.C.5.a,Medicine and Dentistry,knowledge,0.38713008165359497,1,False
esco_59,forensic pathology,2.C.7.d,History and Archeology,knowledge,0.2913781702518463,2,False
esco_59,forensic pathology,2.C.4.e,Psychology,knowledge,0.23815301060676575,3,False
esco_60,advise others,2.A.1.d,Speaking,skill,0.46691542863845825,1,True
esco_60,advise others,2.B.1.e,Instructing,skill,0.4667876362800598,2,True
esco_60,advise others,2.B.1.f,Service Orientation,skill,0.43180346488952637,3,False
esco_61,SAS language,2.B.3.e,Programming,skill,0.4772574305534363,1,True
esco_61,SAS language,2.C.3.a,Computers and Electronics,knowledge,0.4219905734062195,2,False
esco_61,SAS language,2.C.9.a,Telecommunications,knowledge,0.35602664947509766,3,False
esco_62,use an application-specific interface,2.B.3.b,Technology Design,skill,0.32283759117126465,1,False
esco_62,use an application-specific interface,2.B.3.e,Programming,skill,0.31542858481407166,2,False
esco_62,use an application-specific interface,2.C.3.a,Computers and Electronics,knowledge,0.28507596254348755,3,False
esco_63,audit contractors,2.C.1.f,Personnel and Human Resources,knowledge,0.41113123297691345,1,False
esco_63,audit contractors,2.B.5.b,Management of Financial Resources,skill,0.4077463746070862,2,False
esco_63,audit contractors,2.C.1.c,Economics and Accounting,knowledge,0.4039570689201355,3,False
esco_64,continuous improvement philosophies,2.B.5.d,Management of Personnel Resources,skill,0.44363486766815186,1,False
esco_64,continuous improvement philosophies,2.B.4.g,Systems Analysis,skill,0.42327210307121277,2,False
esco_64,continuous improvement philosophies,2.B.5.b,Management of Financial Resources,skill,0.4144541025161743,3,False
esco_65,produce materials for decision making,2.B.5.c,Management of Material Resources,skill,0.5002689957618713,1,True
esco_65,produce materials for decision making,2.A.2.b,Active Learning,skill,0.4973524212837219,2,True
esco_65,produce materials for decision making,2.C.2.a,Production and Processing,knowledge,0.49358469247817993,3,True
esco_66,perform online data analysis,2.B.3.e,Programming,skill,0.4169372022151947,1,False
esco_66,perform online data analysis,2.C.3.a,Computers and Electronics,knowledge,0.3397555947303772,2,False
esco_66,perform online data analysis,2.B.3.a,Operations Analysis,skill,0.337406188249588,3,False
esco_67,manage land resources permits,2.B.5.c,Management of Material Resources,skill,0.46254247426986694,1,True
esco_67,manage land resources permits,2.C.8.b,Law and Government,knowledge,0.4075350761413574,2,False
esco_67,manage land resources permits,2.B.5.d,Management of Personnel Resources,skill,0.3934735655784607,3,False
esco_68,manage IT security compliances,2.C.3.a,Computers and Electronics,knowledge,0.37538278102874756,1,False
esco_68,manage IT security compliances,2.B.3.j,Equipment Maintenance,skill,0.3681941628456116,2,False
esco_68,manage IT security compliances,2.C.8.a,Public Safety and Security,knowledge,0.360219269990921,3,False
esco_69,identify statistical patterns,1.A.1.b.4,Deductive Reasoning,ability,0.44948258996009827,1,False
esco_69,identify statistical patterns,1.A.1.e.1,Speed of Closure,ability,0.4383719563484192,2,False
esco_69,identify statistical patterns,1.A.1.b.5,Inductive Reasoning,ability,0.4248427748680115,3,False
esco_70,program management,2.B.5.b,Management of Financial Resources,skill,0.5092587471008301,1,True
esco_70,program management,2.B.5.d,Management of Personnel Resources,skill,0.5063858032226562,2,True
esco_70,program management,2.B.3.e,Programming,skill,0.4833582639694214,3,True
esco_71,legal studies,2.C.8.b,Law and Government,knowledge,0.6044877171516418,1,True
esco_71,legal studies,2.C.1.a,Administration and Management,knowledge,0.4508841633796692,2,True
esco_71,legal studies,2.C.1.c,Economics and Accounting,knowledge,0.43468332290649414,3,False
esco_72,domain name service,2.C.9.a,Telecommunications,knowledge,0.2811642587184906,1,False
esco_72,domain name service,2.C.1.e,Customer and Personal Service,knowledge,0.22125597298145294,2,False
esco_72,domain name service,2.B.3.b,Technology Design,skill,0.21115583181381226,3,False
esco_73,use experience map,2.C.3.a,Computers and Electronics,knowledge,0.458438515663147,1,True
esco_73,use experience map,2.B.3.e,Programming,skill,0.38599953055381775,2,False
esco_73,use experience map,2.B.5.d,Management of Personnel Resources,skill,0.3350090980529785,3,False
esco_74,mathematical modelling,2.A.1.e,Mathematics,skill,0.5208744406700134,1,True
esco_74,mathematical modelling,2.C.4.a,Mathematics,knowledge,0.4516167640686035,2,True
esco_74,mathematical modelling,2.A.1.f,Science,skill,0.4438680410385132,3,False
esco_75,manage government-funded programmes,2.B.5.d,Management of Personnel Resources,skill,0.5425992608070374,1,True
esco_75,manage government-funded programmes,2.B.5.b,Management of Financial Resources,skill,0.5098719000816345,2,True
esco_75,manage government-funded programmes,2.C.1.a,Administration and Management,knowledge,0.5076305270195007,3,True
esco_76,"organising, planning and scheduling work and activities",2.B.5.a,Time Management,skill,0.613446056842804,1,True
esco_76,"organising, planning and scheduling work and activities",2.B.5.d,Management of Personnel Resources,skill,0.5118666887283325,2,True
esco_76,"organising, planning and scheduling work and activities",2.B.5.c,Management of Material Resources,skill,0.45659559965133667,3,True
esco_77,normalise data,2.B.3.e,Programming,skill,0.31365883350372314,1,False
esco_77,normalise data,1.A.1.c.2,Number Facility,ability,0.2970718741416931,2,False
esco_77,normalise data,2.B.3.j,Equipment Maintenance,skill,0.2957726716995239,3,False
esco_78,work in an international environment,2.B.1.d,Negotiation,skill,0.3762616217136383,1,False
esco_78,work in an international environment,2.B.5.d,Management of Personnel Resources,skill,0.37250202894210815,2,False
esco_78,work in an international environment,2.A.1.d,Speaking,skill,0.3631652593612671,3,False
esco_79,respect publication formats,2.A.1.c,Writing,skill,0.4649163484573364,1,True
esco_79,respect publication formats,1.A.1.a.4,Written Expression,ability,0.39147937297821045,2,False
esco_79,respect publication formats,2.C.9.b,Communications and Media,knowledge,0.37735623121261597,3,False
esco_80,create prototype of user experience solutions,2.B.3.a,Operations Analysis,skill,0.3974016308784485,1,False
esco_80,create prototype of user experience solutions,2.B.3.b,Technology Design,skill,0.389157772064209,2,False
esco_80,create prototype of user experience solutions,2.B.3.e,Programming,skill,0.35167396068573,3,False
esco_81,apply system organisational policies,2.B.5.d,Management of Personnel Resources,skill,0.5199947953224182,1,True
esco_81,apply system organisational policies,2.B.1.f,Service Orientation,skill,0.4991198480129242,2,True
esco_81,apply system organisational policies,2.C.1.f,Personnel and Human Resources,knowledge,0.496764600276947,3,True
esco_82,property management software,2.B.5.b,Management of Financial Resources,skill,0.31189483404159546,1,False
esco_82,property management software,2.B.3.j,Equipment Maintenance,skill,0.3069990277290344,2,False
esco_82,property management software,2.B.5.c,Management of Material Resources,skill,0.29953640699386597,3,False
esco_83,interpret scientific data to assess water quality,2.A.1.f,Science,skill,0.41210412979125977,1,False
esco_83,interpret scientific data to assess water quality,2.C.4.d,Biology,knowledge,0.35043567419052124,2,False
esco_83,interpret scientific data to assess water quality,1.A.1.a.2,Written Comprehension,ability,0.3444489538669586,3,False
esco_84,interviewing,2.B.5.d,Management of Personnel Resources,skill,0.46032074093818665,1,True
esco_84,interviewing,2.A.1.d,Speaking,skill,0.4439990520477295,2,False
esco_84,interviewing,2.C.4.e,Psychology,knowledge,0.42208510637283325,3,False
esco_85,typography,2.A.1.c,Writing,skill,0.4498366117477417,1,False
esco_85,typography,2.A.1.a,Reading Comprehension,skill,0.3527994751930237,2,False
esco_85,typography,1.A.1.a.4,Written Expression,ability,0.3238242268562317,3,False
esco_86,national population census,2.C.4.f,Sociology and Anthropology,knowledge,0.4213590621948242,1,False
esco_86,national population census,2.C.4.a,Mathematics,knowledge,0.24142934381961823,2,False
esco_86,national population census,2.C.4.e,Psychology,knowledge,0.21849742531776428,3,False
esco_87,environmental policy,2.A.1.f,Science,skill,0.4190688729286194,1,False
esco_87,environmental policy,2.B.4.g,Systems Analysis,skill,0.37640470266342163,2,False
esco_87,environmental policy,2.A.1.e,Mathematics,skill,0.3672763407230377,3,False
esco_88,computer simulation,2.B.3.e,Programming,skill,0.41167569160461426,1,False
esco_88,computer simulation,2.C.3.a,Computers and Electronics,knowledge,0.39772576093673706,2,False
esco_88,computer simulation,2.B.4.g,Systems Analysis,skill,0.38533973693847656,3,False
esco_89,cooperate with colleagues,2.A.1.d,Speaking,skill,0.5387440323829651,1,True
esco_89,cooperate with colleagues,2.B.5.d,Management of Personnel Resources,skill,0.5088067650794983,2,True
esco_89,cooperate with colleagues,2.B.1.d,Negotiation,skill,0.5008774399757385,3,True
esco_90,administer ICT system,2.C.1.b,Administrative,knowledge,0.4388374090194702,1,False
esco_90,administer ICT system,2.B.5.c,Management of Material Resources,skill,0.4079761505126953,2,False
esco_90,administer ICT system,2.C.1.a,Administration and Management,knowledge,0.3763706088066101,3,False
esco_91,warehouse operations,2.B.3.a,Operations Analysis,skill,0.4339211583137512,1,False
esco_91,warehouse operations,2.C.2.a,Production and Processing,knowledge,0.4134216010570526,2,False
esco_91,warehouse operations,2.B.5.c,Management of Material Resources,skill,0.4048764705657959,3,False
esco_92,ensure compliance with environmental legislation,2.B.3.j,Equipment Maintenance,skill,0.35090386867523193,1,False
esco_92,ensure compliance with environmental legislation,2.C.8.b,Law and Government,knowledge,0.339042067527771,2,False
esco_92,ensure compliance with environmental legislation,2.B.5.c,Management of Material Resources,skill,0.3202882409095764,3,False
esco_93,manage research data,1.A.1.b.7,Category Flexibility,ability,0.3525988459587097,1,False
esco_93,manage research data,2.A.2.b,Active Learning,skill,0.3442007899284363,2,False
esco_93,manage research data,2.B.2.i,Complex Problem Solving,skill,0.34350791573524475,3,False
esco_94,combine business technology with user experience,2.C.3.a,Computers and Electronics,knowledge,0.40189841389656067,1,False
esco_94,combine business technology with user experience,2.B.3.b,Technology Design,skill,0.35556507110595703,2,False
esco_94,combine business technology with user experience,2.B.3.a,Operations Analysis,skill,0.34859439730644226,3,False
esco_95,preventive medicine,2.C.5.a,Medicine and Dentistry,knowledge,0.40561437606811523,1,False
esco_95,preventive medicine,2.C.4.e,Psychology,knowledge,0.2683614194393158,2,False
esco_95,preventive medicine,2.C.5.b,Therapy and Counseling,knowledge,0.25798219442367554,3,False
esco_96,prepare audit activities,2.B.5.b,Management of Financial Resources,skill,0.49661463499069214,1,True
esco_96,prepare audit activities,2.A.2.d,Monitoring,skill,0.45109617710113525,2,True
esco_96,prepare audit activities,2.C.1.c,Economics and Accounting,knowledge,0.4311489462852478,3,False
esco_97,educate on the prevention of illness,2.B.1.c,Persuasion,skill,0.40405333042144775,1,False
esco_97,educate on the prevention of illness,2.C.6,Education and Training,knowledge,0.40191012620925903,2,False
esco_97,educate on the prevention of illness,2.B.1.f,Service Orientation,skill,0.39878958463668823,3,False
esco_98,systems development life-cycle,2.B.4.g,Systems Analysis,skill,0.5436195135116577,1,True
esco_98,systems development life-cycle,2.B.3.b,Technology Design,skill,0.43551474809646606,2,False
esco_98,systems development life-cycle,2.B.3.a,Operations Analysis,skill,0.4234616756439209,3,False
esco_99,operate automated process control,2.B.3.h,Operation and Control,skill,0.5971348881721497,1,True
esco_99,operate automated process control,2.B.3.j,Equipment Maintenance,skill,0.5841906070709229,2,True
esco_99,operate automated process control,2.B.3.g,Operations Monitoring,skill,0.5671695470809937,3,True
esco_100,manage ICT change request process,2.B.3.b,Technology Design,skill,0.4102373719215393,1,False
esco_100,manage ICT change request process,2.B.5.d,Management of Personnel Resources,skill,0.4098536968231201,2,False
esco_100,manage ICT change request process,2.B.2.i,Complex Problem Solving,skill,0.3838628828525543,3,False
esco_101,providing health care or medical treatments,2.B.1.f,Service Orientation,skill,0.5414725542068481,1,True
esco_101,providing health care or medical treatments,2.C.5.b,Therapy and Counseling,knowledge,0.49820566177368164,2,True
esco_101,providing health care or medical treatments,2.C.5.a,Medicine and Dentistry,knowledge,0.4933217167854309,3,True
esco_102,apply company policies,2.B.1.f,Service Orientation,skill,0.48876693844795227,1,True
esco_102,apply company policies,2.B.5.d,Management of Personnel Resources,skill,0.4043649733066559,2,False
